Date,Time,Product ID,Quantity
26-11-15,9:32:00 AM,29,1
08-11-15,1:23:00 PM,17,5
22-12-13,9:19:00 AM,5,5
13-10-14,12:04:00 PM,39,10
24-03-16,11:29:00 AM,17,1
06-12-15,4:26:00 PM,50,10
10-02-13,11:57:00 AM,36,9
05-05-13,4:55:00 PM,24,3
13-11-13,2:37:00 PM,21,4
08-09-13,12:26:00 PM,4,8
22-08-13,10:55:00 AM,6,10
25-06-14,3:10:00 PM,22,9
25-11-15,3:47:00 PM,40,6
06-08-13,3:28:00 PM,39,6
18-01-13,10:51:00 AM,23,5
19-02-13,3:20:00 PM,18,8
28-04-16,1:42:00 PM,41,7
06-04-15,2:11:00 PM,32,7
04-09-13,9:17:00 AM,14,1
20-09-13,11:30:00 AM,1,3
14-05-14,2:25:00 PM,38,1
14-11-13,3:11:00 PM,40,5
26-08-16,10:16:00 AM,13,1
23-12-14,9:11:00 AM,20,4
11-07-15,2:34:00 PM,16,7
05-08-13,4:22:00 PM,51,4
30-08-14,11:20:00 AM,50,1
11-06-15,9:39:00 AM,27,2
02-06-15,12:47:00 PM,36,4
03-09-14,2:57:00 PM,8,3
07-02-13,4:46:00 PM,38,1
25-12-14,1:50:00 PM,26,5
23-09-13,1:18:00 PM,24,8
07-04-16,3:44:00 PM,36,3
26-03-14,3:48:00 PM,46,2
01-01-16,11:25:00 AM,50,8
14-06-13,10:21:00 AM,14,9
12-03-14,3:31:00 PM,46,9
25-12-13,4:49:00 PM,5,3
02-10-16,9:19:00 AM,33,1
07-08-13,9:42:00 AM,50,4
31-12-16,10:54:00 AM,53,9
01-05-16,9:33:00 AM,21,6
02-12-16,4:20:00 PM,6,6
09-08-15,4:10:00 PM,39,1
16-03-15,1:48:00 PM,31,7
30-11-13,12:29:00 PM,49,4
08-09-14,2:54:00 PM,45,10
13-07-16,3:54:00 PM,46,8
31-05-14,11:18:00 AM,47,2
07-09-13,2:58:00 PM,33,6
06-10-15,12:08:00 PM,27,2
16-01-13,4:34:00 PM,25,2
17-07-13,3:44:00 PM,22,7
26-06-14,1:25:00 PM,48,8
11-08-16,1:36:00 PM,1,2
09-08-14,3:35:00 PM,16,5
22-12-16,4:27:00 PM,3,2
22-08-15,4:34:00 PM,54,8
07-12-15,4:54:00 PM,30,1
28-09-13,12:01:00 PM,51,10
05-06-16,9:45:00 AM,18,4
20-09-14,9:09:00 AM,53,8
21-08-14,12:33:00 PM,13,3
07-06-13,10:33:00 AM,44,6
19-03-14,11:33:00 AM,21,10
18-11-14,4:41:00 PM,11,4
03-05-15,10:43:00 AM,23,10
11-02-14,9:44:00 AM,21,3
31-08-13,11:33:00 AM,20,9
07-12-16,4:06:00 PM,51,6
16-08-13,1:44:00 PM,6,4
09-05-13,1:18:00 PM,23,1
28-02-13,4:54:00 PM,22,5
05-01-14,3:42:00 PM,3,9
12-12-13,4:58:00 PM,5,7
14-07-16,12:41:00 PM,49,7
29-08-14,4:13:00 PM,54,5
08-06-13,12:02:00 PM,2,8
14-03-15,4:10:00 PM,56,1
06-06-14,9:48:00 AM,49,9
23-01-15,12:36:00 PM,57,6
10-01-15,1:43:00 PM,15,4
26-11-13,10:13:00 AM,21,7
12-05-15,1:15:00 PM,41,1
24-08-15,3:33:00 PM,15,9
10-03-15,3:49:00 PM,38,5
02-03-14,3:21:00 PM,43,8
09-09-14,2:46:00 PM,4,3
05-10-13,12:45:00 PM,3,5
25-01-14,2:59:00 PM,1,6
14-07-14,9:26:00 AM,46,4
08-07-15,10:09:00 AM,21,4
03-10-15,4:22:00 PM,4,10
01-05-13,1:30:00 PM,19,1
24-04-14,1:36:00 PM,10,1
17-09-14,11:50:00 AM,10,3
31-01-15,4:01:00 PM,30,10
02-06-15,10:14:00 AM,47,4
30-10-16,9:27:00 AM,53,2
11-05-15,11:20:00 AM,12,4
27-08-16,4:14:00 PM,14,8
20-11-14,9:42:00 AM,17,3
03-02-14,1:38:00 PM,37,5
26-12-15,4:49:00 PM,8,8
12-05-16,10:08:00 AM,41,10
28-12-15,4:26:00 PM,55,5
20-09-16,12:22:00 PM,11,3
27-05-16,10:37:00 AM,8,4
27-04-16,11:47:00 AM,32,9
21-01-13,12:37:00 PM,45,1
16-07-15,4:22:00 PM,15,6
27-04-13,10:01:00 AM,7,1
25-04-16,2:16:00 PM,41,3
08-03-14,4:52:00 PM,39,6
18-03-14,12:46:00 PM,16,6
21-01-13,10:26:00 AM,41,8
03-02-15,4:23:00 PM,4,6
18-11-14,9:00:00 AM,9,6
24-01-15,2:09:00 PM,10,1
26-10-15,12:18:00 PM,35,2
09-08-14,2:14:00 PM,27,7
06-11-15,4:31:00 PM,38,6
04-08-13,11:18:00 AM,56,4
20-02-15,3:27:00 PM,30,6
03-01-13,3:35:00 PM,33,10
21-01-15,3:56:00 PM,5,6
16-01-17,3:48:00 PM,34,10
28-03-14,2:54:00 PM,1,8
03-10-15,2:33:00 PM,16,5
29-11-14,10:13:00 AM,8,8
27-02-16,11:51:00 AM,38,1
01-09-14,11:07:00 AM,1,3
09-10-16,11:37:00 AM,44,5
27-04-16,1:45:00 PM,45,5
10-03-13,12:18:00 PM,36,1
06-03-14,12:48:00 PM,22,6
09-08-15,1:58:00 PM,46,10
05-02-14,11:07:00 AM,14,7
31-01-15,2:11:00 PM,49,6
03-01-16,9:31:00 AM,40,4
01-11-13,2:56:00 PM,4,4
18-07-13,9:29:00 AM,20,8
18-10-14,12:16:00 PM,19,1
24-01-16,12:50:00 PM,38,8
18-04-14,3:14:00 PM,2,2
20-08-15,4:28:00 PM,34,4
21-11-15,1:08:00 PM,5,3
09-04-16,2:55:00 PM,15,8
14-05-13,1:14:00 PM,39,9
16-01-17,1:50:00 PM,37,5
10-04-13,12:25:00 PM,22,3
30-01-17,11:30:00 AM,47,6
12-02-14,12:19:00 PM,12,6
12-06-16,11:56:00 AM,27,5
08-10-14,1:43:00 PM,54,9
23-05-15,3:15:00 PM,10,9
03-06-16,11:30:00 AM,57,1
23-03-14,11:30:00 AM,35,3
03-05-16,10:11:00 AM,53,5
03-05-15,9:18:00 AM,46,1
12-08-15,12:19:00 PM,5,4
06-07-15,2:09:00 PM,30,4
02-12-14,10:34:00 AM,6,6
10-08-13,10:46:00 AM,28,4
06-06-14,10:28:00 AM,56,10
23-05-13,10:20:00 AM,53,2
25-04-14,11:16:00 AM,17,6
22-06-15,2:52:00 PM,20,2
18-07-15,9:16:00 AM,41,4
30-07-16,9:45:00 AM,28,9
07-05-13,11:31:00 AM,5,8
29-12-13,3:53:00 PM,46,7
20-09-14,10:12:00 AM,26,2
04-08-15,1:27:00 PM,38,2
31-03-14,2:33:00 PM,28,10
11-09-14,11:55:00 AM,49,8
02-03-16,9:30:00 AM,29,1
21-05-16,3:24:00 PM,57,8
15-07-13,4:39:00 PM,19,8
25-01-13,1:57:00 PM,37,9
17-05-15,1:52:00 PM,37,1
04-12-16,1:51:00 PM,18,8
29-11-16,11:01:00 AM,25,9
07-02-16,11:55:00 AM,42,6
19-03-15,12:47:00 PM,33,2
04-01-17,1:47:00 PM,15,7
12-03-16,3:41:00 PM,49,7
31-07-14,10:36:00 AM,9,5
06-09-15,10:44:00 AM,44,2
19-10-14,3:05:00 PM,49,4
19-03-15,3:03:00 PM,32,3
23-12-13,11:50:00 AM,30,8
30-11-16,10:52:00 AM,44,7
22-06-14,12:48:00 PM,42,6
23-08-15,2:48:00 PM,16,5
26-02-15,3:14:00 PM,50,2
03-04-14,4:03:00 PM,6,10
06-06-15,1:03:00 PM,33,10
06-10-16,3:50:00 PM,10,6
11-03-13,12:51:00 PM,16,2
04-03-14,10:10:00 AM,37,10
25-09-15,9:04:00 AM,43,4
07-07-14,12:41:00 PM,19,1
08-11-13,9:15:00 AM,57,5
07-01-14,3:05:00 PM,39,10
17-12-14,4:20:00 PM,55,10
20-06-13,4:38:00 PM,8,7
12-01-14,4:05:00 PM,26,2
25-03-13,2:21:00 PM,55,3
14-03-16,10:53:00 AM,39,3
20-10-13,3:57:00 PM,35,1
30-01-15,3:19:00 PM,23,6
17-10-13,2:09:00 PM,30,4
06-01-13,2:53:00 PM,16,1
05-01-17,1:20:00 PM,7,5
15-03-16,10:53:00 AM,36,8
23-12-16,10:55:00 AM,13,6
24-06-15,2:51:00 PM,7,7
29-11-15,3:21:00 PM,17,9
05-09-16,4:11:00 PM,18,1
20-08-16,4:45:00 PM,52,9
14-08-13,2:21:00 PM,17,1
13-07-13,4:55:00 PM,28,5
15-07-16,12:38:00 PM,40,4
15-04-15,2:11:00 PM,47,3
05-09-16,2:16:00 PM,44,2
16-05-16,4:23:00 PM,42,2
11-04-15,9:25:00 AM,24,8
07-10-15,10:01:00 AM,41,2
10-10-13,11:58:00 AM,21,2
03-12-15,3:04:00 PM,7,8
09-09-13,4:33:00 PM,18,7
28-04-14,4:00:00 PM,3,10
12-08-14,3:39:00 PM,13,1
29-08-15,9:22:00 AM,25,10
13-12-13,4:08:00 PM,23,6
18-03-16,12:38:00 PM,53,10
15-04-15,12:10:00 PM,49,4
18-04-14,2:36:00 PM,1,7
07-12-13,12:32:00 PM,55,9
26-07-15,3:43:00 PM,4,3
30-11-13,4:04:00 PM,20,8
19-10-15,10:04:00 AM,52,5
07-08-13,1:43:00 PM,55,7
15-05-13,10:09:00 AM,9,7
25-09-15,3:40:00 PM,9,2
18-12-13,9:24:00 AM,39,4
24-01-15,9:14:00 AM,16,3
03-04-15,4:12:00 PM,35,7
11-03-15,12:06:00 PM,29,4
06-01-14,1:38:00 PM,9,4
20-03-15,10:41:00 AM,1,3
24-01-15,12:22:00 PM,27,7
28-06-13,9:15:00 AM,13,5
17-12-13,9:12:00 AM,53,3
13-06-15,1:33:00 PM,36,3
28-11-14,11:38:00 AM,3,10
30-06-13,12:10:00 PM,33,9
02-11-15,11:34:00 AM,51,10
03-09-15,1:13:00 PM,27,5
27-06-14,11:23:00 AM,47,10
03-06-13,12:33:00 PM,38,6
18-03-13,10:45:00 AM,25,9
15-02-13,3:33:00 PM,48,10
07-04-16,2:22:00 PM,15,1
30-08-16,2:34:00 PM,53,9
24-04-15,11:53:00 AM,44,7
19-04-13,1:34:00 PM,50,4
06-02-15,2:45:00 PM,55,9
13-06-13,10:31:00 AM,51,3
23-12-14,4:39:00 PM,1,9
02-06-14,2:10:00 PM,16,1
27-07-14,12:10:00 PM,3,3
06-03-14,11:43:00 AM,34,8
01-09-13,1:23:00 PM,38,7
07-04-13,2:41:00 PM,28,6
06-06-15,4:42:00 PM,2,10
28-07-16,11:41:00 AM,13,8
22-08-14,2:30:00 PM,28,5
08-01-17,3:56:00 PM,37,10
23-02-16,12:01:00 PM,2,2
26-04-16,9:11:00 AM,4,5
01-01-17,12:32:00 PM,39,9
13-09-16,9:45:00 AM,3,9
03-02-14,3:22:00 PM,51,5
05-05-14,12:22:00 PM,11,8
24-07-14,1:49:00 PM,19,5
01-06-13,11:28:00 AM,52,8
05-10-13,2:38:00 PM,3,3
15-08-16,9:14:00 AM,54,2
08-02-16,10:11:00 AM,46,7
29-08-15,2:11:00 PM,47,4
16-07-16,4:12:00 PM,15,8
27-04-15,12:25:00 PM,12,4
06-11-15,12:35:00 PM,38,4
10-08-16,1:44:00 PM,55,9
28-01-14,4:10:00 PM,43,1
03-12-15,12:56:00 PM,25,2
25-05-14,3:42:00 PM,53,2
06-08-16,10:02:00 AM,22,10
04-04-15,1:42:00 PM,3,5
16-10-14,11:45:00 AM,21,1
09-06-13,12:24:00 PM,27,9
27-09-14,11:29:00 AM,54,9
12-03-16,10:22:00 AM,4,7
19-07-14,3:18:00 PM,37,10
05-02-15,2:34:00 PM,32,3
25-03-15,12:43:00 PM,49,3
05-02-13,2:11:00 PM,57,6
26-08-14,10:15:00 AM,19,7
21-01-14,11:56:00 AM,21,2
07-02-14,4:09:00 PM,54,3
10-05-13,12:21:00 PM,3,3
01-08-13,11:45:00 AM,3,4
29-05-14,2:26:00 PM,20,4
21-07-13,12:03:00 PM,16,10
28-06-14,2:29:00 PM,18,1
18-03-13,3:51:00 PM,2,4
16-02-16,9:34:00 AM,30,2
25-01-17,11:10:00 AM,25,10
18-01-15,3:42:00 PM,45,5
14-11-15,2:59:00 PM,11,7
06-02-16,10:16:00 AM,37,8
15-11-16,10:56:00 AM,3,7
12-04-14,2:43:00 PM,11,8
16-08-15,1:25:00 PM,44,4
18-06-16,10:22:00 AM,14,7
17-03-13,9:35:00 AM,17,4
08-05-14,11:22:00 AM,38,8
06-06-14,12:42:00 PM,54,2
03-01-17,11:10:00 AM,24,4
04-07-16,10:25:00 AM,27,6
04-10-16,9:35:00 AM,30,7
09-06-14,11:44:00 AM,10,9
25-05-16,9:45:00 AM,37,2
05-02-15,3:38:00 PM,19,4
22-09-14,4:37:00 PM,7,10
24-03-14,11:57:00 AM,36,5
03-09-16,11:26:00 AM,12,7
17-01-16,12:53:00 PM,7,5
27-12-15,12:05:00 PM,5,1
27-05-14,9:03:00 AM,20,9
25-07-13,3:22:00 PM,36,7
20-08-13,3:13:00 PM,18,4
12-01-13,4:22:00 PM,35,3
31-08-16,4:40:00 PM,16,10
07-07-15,3:01:00 PM,18,3
05-02-15,10:26:00 AM,30,10
22-12-13,11:08:00 AM,21,5
17-09-14,10:42:00 AM,4,9
17-03-15,9:10:00 AM,6,8
15-09-14,2:00:00 PM,34,6
29-08-15,9:45:00 AM,2,6
19-03-15,11:01:00 AM,29,10
02-04-13,10:49:00 AM,7,3
27-02-14,3:52:00 PM,56,2
26-07-14,11:58:00 AM,13,10
26-05-16,9:59:00 AM,46,9
03-08-16,2:28:00 PM,12,3
25-09-14,9:08:00 AM,47,1
06-04-16,4:22:00 PM,14,10
15-06-15,12:12:00 PM,27,3
12-02-16,2:17:00 PM,41,5
11-02-16,11:23:00 AM,47,4
06-01-16,10:24:00 AM,18,1
10-02-15,2:16:00 PM,11,2
21-09-15,3:03:00 PM,31,1
21-10-15,4:23:00 PM,4,3
11-01-17,2:32:00 PM,55,5
08-01-15,1:21:00 PM,15,4
27-01-16,2:05:00 PM,6,3
01-06-15,10:01:00 AM,35,6
25-10-14,1:32:00 PM,7,10
13-04-15,2:59:00 PM,50,8
29-10-13,9:19:00 AM,9,6
08-05-16,11:43:00 AM,24,2
26-02-13,1:44:00 PM,31,7
21-11-15,12:54:00 PM,38,2
24-09-15,11:30:00 AM,16,2
25-12-13,11:36:00 AM,20,4
27-08-15,2:42:00 PM,50,2
12-09-13,11:24:00 AM,19,8
08-10-16,1:38:00 PM,38,9
15-07-15,1:26:00 PM,51,9
23-04-14,10:07:00 AM,34,3
24-09-13,1:07:00 PM,29,2
24-01-13,1:41:00 PM,51,6
13-06-13,11:44:00 AM,42,8
27-11-16,10:59:00 AM,41,3
16-04-14,9:46:00 AM,17,1
16-05-16,9:42:00 AM,50,7
11-09-15,1:36:00 PM,37,5
29-04-15,11:41:00 AM,21,2
14-10-14,1:23:00 PM,39,1
25-08-14,12:29:00 PM,5,10
19-12-15,3:29:00 PM,22,5
30-03-15,1:33:00 PM,4,4
24-04-14,10:10:00 AM,51,2
30-08-14,2:24:00 PM,41,7
18-06-15,9:34:00 AM,46,1
22-03-14,1:57:00 PM,20,1
19-06-15,4:42:00 PM,30,2
04-09-13,4:34:00 PM,3,7
27-11-15,4:09:00 PM,8,5
30-05-13,11:10:00 AM,21,6
08-01-17,3:44:00 PM,22,8
08-03-14,3:48:00 PM,46,7
21-12-16,1:31:00 PM,30,5
02-06-14,1:36:00 PM,33,8
25-08-13,12:32:00 PM,1,2
04-12-14,2:31:00 PM,33,9
10-09-14,1:21:00 PM,42,6
28-01-17,1:00:00 PM,49,5
17-08-14,4:20:00 PM,13,3
25-07-16,2:28:00 PM,7,1
24-10-16,2:46:00 PM,8,4
05-04-16,10:09:00 AM,45,7
22-04-16,4:56:00 PM,17,10
15-06-16,12:31:00 PM,18,7
07-07-13,3:18:00 PM,48,7
19-02-15,4:54:00 PM,18,2
25-05-13,9:31:00 AM,21,1
05-11-16,9:23:00 AM,52,1
07-08-13,12:22:00 PM,56,3
22-09-14,3:47:00 PM,21,9
16-02-15,11:32:00 AM,31,4
09-04-13,4:32:00 PM,18,5
26-03-15,3:14:00 PM,44,5
05-09-15,10:43:00 AM,17,8
03-05-15,12:16:00 PM,47,1
27-08-16,3:04:00 PM,14,1
03-02-15,2:13:00 PM,40,5
28-10-14,11:45:00 AM,6,4
13-01-13,9:06:00 AM,42,1
02-02-16,11:35:00 AM,9,8
23-12-15,4:37:00 PM,55,8
17-06-16,10:52:00 AM,26,9
24-07-14,12:05:00 PM,39,3
07-11-14,10:33:00 AM,10,2
18-03-15,4:37:00 PM,29,10
22-01-16,9:43:00 AM,6,8
23-05-16,3:49:00 PM,23,5
15-10-13,9:40:00 AM,18,1
10-01-13,12:34:00 PM,50,8
29-06-14,4:28:00 PM,54,5
27-08-15,2:12:00 PM,57,3
11-09-14,3:49:00 PM,41,8
20-12-15,4:00:00 PM,42,6
27-11-15,2:56:00 PM,55,7
16-03-15,4:06:00 PM,56,7
14-05-16,10:39:00 AM,43,10
26-07-13,4:41:00 PM,7,1
27-08-15,1:18:00 PM,24,10
23-06-13,11:18:00 AM,57,3
04-05-14,10:39:00 AM,28,2
01-04-13,2:36:00 PM,37,3
31-10-16,3:24:00 PM,44,7
02-01-13,1:36:00 PM,34,1
11-01-13,3:39:00 PM,28,4
02-08-15,12:08:00 PM,20,6
10-05-14,1:12:00 PM,49,6
31-10-16,3:47:00 PM,37,5
05-03-15,3:56:00 PM,17,2
11-10-13,2:19:00 PM,22,10
27-12-14,10:01:00 AM,32,10
01-06-13,4:46:00 PM,51,5
13-04-13,3:31:00 PM,36,10
12-01-17,2:49:00 PM,5,5
27-02-16,9:16:00 AM,53,7
30-11-13,12:37:00 PM,15,6
17-02-13,9:28:00 AM,47,7
19-06-13,4:58:00 PM,14,7
25-10-15,2:38:00 PM,3,1
07-08-14,3:05:00 PM,57,1
28-06-16,9:18:00 AM,2,4
29-11-14,2:22:00 PM,31,9
25-04-15,11:56:00 AM,22,3
27-08-16,2:21:00 PM,47,9
16-02-16,11:54:00 AM,30,3
19-08-14,9:14:00 AM,33,4
03-09-13,10:05:00 AM,5,9
28-02-16,1:26:00 PM,7,2
